CustomerName,Address,City,State,Notes
"Northwind Traders, LLC","555 Market St, Floor 12",New York,NY,"Standard account, no special terms."
Smith & Sons,"123 Main St, Suite 5
Building C
Floor 6",Chicago,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Khan."
"O""Brien Corp","12 Industrial Way, Unit B",New York,WA,"Standard account, no special terms."
"Great Plains Energy, Inc.",9 Riverside Dr,Chicago,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Doe."
Smith & Sons,"12 Industrial Way, Unit B
Building B
Floor 13",Miami,NY,"Standard account, no special terms."
"Contoso, Ltd.",456 Oak Ave,Chicago,CA,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Khan."
"Great Plains Energy, Inc.","123 Main St, Suite 5",Miami,NY,"Standard account, no special terms."
"Contoso, Ltd.","12 Industrial Way, Unit B
Building B
Floor 13",Miami,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Chen."
Smith & Sons,"12 Industrial Way, Unit B",Chicago,IL,"Standard account, no special terms."
George Weston Bakeries,"123 Main St, Suite 5",New York,CA,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Patel."
"Northwind Traders, LLC","123 Main St, Suite 5
Building B
Floor 3",San Francisco,IL,"Standard account, no special terms."
"Northwind Traders, LLC",9 Riverside Dr,San Francisco,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Nelson."
"Contoso, Ltd.","555 Market St, Floor 12",New York,IL,"Standard account, no special terms."
"Great Plains Energy, Inc.","123 Main St, Suite 5
Building C
Floor 4",San Francisco,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Nelson."
Smith & Sons,456 Oak Ave,Miami,TX,"Standard account, no special terms."
"Contoso, Ltd.",789 Pine Rd,New York,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Chen."
George Weston Bakeries,"321 Elm St
Building A
Floor 16",New York,TX,"Standard account, no special terms."
"Great Plains Energy, Inc.",321 Elm St,Houston,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Khan."
Smith & Sons,321 Elm St,Houston,FL,"Standard account, no special terms."
Global Trading Co.,"321 Elm St
Building A
Floor 7",Miami,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Patel."
"Acme, Inc.","12 Industrial Way, Unit B",Miami,FL,"Standard account, no special terms."
George Weston Bakeries,9 Riverside Dr,Seattle,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Patel."
George Weston Bakeries,"123 Main St, Suite 5
Building C
Floor 6",Seattle,FL,"Standard account, no special terms."
"Acme, Inc.","12 Industrial Way, Unit B",Seattle,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Smith."
George Weston Bakeries,789 Pine Rd,Miami,TX,"Standard account, no special terms."
"O""Brien Corp","789 Pine Rd
Building A
Floor 7",Chicago,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Chen."
Smith & Sons,"123 Main St, Suite 5",Seattle,CA,"Standard account, no special terms."
"Ingram Micro, Inc.","555 Market St, Floor 12",Chicago,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Nelson."
George Weston Bakeries,"555 Market St, Floor 12
Building A
Floor 10",San Francisco,CA,"Standard account, no special terms."
"O""Brien Corp","12 Industrial Way, Unit B",Chicago,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Doe."
Global Trading Co.,"123 Main St, Suite 5",Houston,FL,"Standard account, no special terms."
"Contoso, Ltd.","555 Market St, Floor 12
Building B
Floor 10",Houston,TX,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Doe."
Smith & Sons,456 Oak Ave,Miami,IL,"Standard account, no special terms."
"Great Plains Energy, Inc.","555 Market St, Floor 12",Seattle,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Patel."
"Acme, Inc.","12 Industrial Way, Unit B
Building A
Floor 3",Seattle,FL,"Standard account, no special terms."
"Contoso, Ltd.","123 Main St, Suite 5",New York,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Smith."
"Ingram Micro, Inc.",321 Elm St,Houston,FL,"Standard account, no special terms."
Johnson's Hardware,"321 Elm St
Building B
Floor 18",San Francisco,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Nelson."
"O""Brien Corp","12 Industrial Way, Unit B",Chicago,WA,"Standard account, no special terms."
"Acme, Inc.",456 Oak Ave,Miami,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Doe."
Smith & Sons,"555 Market St, Floor 12
Building B
Floor 11",Chicago,FL,"Standard account, no special terms."
Johnson's Hardware,321 Elm St,Seattle,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Patel."
"Acme, Inc.",456 Oak Ave,Miami,FL,"Standard account, no special terms."
George Weston Bakeries,"456 Oak Ave
Building C
Floor 6",Seattle,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Stuart."
"Great Plains Energy, Inc.","555 Market St, Floor 12",Los Angeles,NY,"Standard account, no special terms."
"O""Brien Corp",789 Pine Rd,Chicago,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Smith."
"Acme, Inc.","789 Pine Rd
Building A
Floor 6",Miami,FL,"Standard account, no special terms."
"Acme, Inc.","555 Market St, Floor 12",Chicago,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Hogan."
"Ingram Micro, Inc.",456 Oak Ave,Chicago,NY,"Standard account, no special terms."
"Contoso, Ltd.","12 Industrial Way, Unit B
Building B
Floor 17",Seattle,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Chen."
"Acme, Inc.",9 Riverside Dr,Houston,CA,"Standard account, no special terms."
"O""Brien Corp",789 Pine Rd,Chicago,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Smith."
"Northwind Traders, LLC","9 Riverside Dr
Building B
Floor 14",Chicago,FL,"Standard account, no special terms."
"Contoso, Ltd.","123 Main St, Suite 5",New York,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Smith."
George Weston Bakeries,9 Riverside Dr,San Francisco,NY,"Standard account, no special terms."
Global Trading Co.,"12 Industrial Way, Unit B
Building B
Floor 6",Seattle,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Hogan."
Smith & Sons,"12 Industrial Way, Unit B",Miami,FL,"Standard account, no special terms."
"Northwind Traders, LLC",456 Oak Ave,Seattle,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Nelson."
"Ingram Micro, Inc.","555 Market St, Floor 12
Building B
Floor 4",Chicago,NY,"Standard account, no special terms."
George Weston Bakeries,789 Pine Rd,Seattle,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Chen."
Smith & Sons,"12 Industrial Way, Unit B",Houston,TX,"Standard account, no special terms."
Johnson's Hardware,"456 Oak Ave
Building C
Floor 15",Los Angeles,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Patel."
"Northwind Traders, LLC",9 Riverside Dr,Chicago,FL,"Standard account, no special terms."
George Weston Bakeries,"123 Main St, Suite 5",Houston,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Reyes."
"Northwind Traders, LLC","789 Pine Rd
Building A
Floor 9",Houston,FL,"Standard account, no special terms."
"Ingram Micro, Inc.",321 Elm St,Houston,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Stuart."
"Ingram Micro, Inc.","123 Main St, Suite 5",Houston,CA,"Standard account, no special terms."
"Great Plains Energy, Inc.","555 Market St, Floor 12
Building A
Floor 8",Chicago,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Khan."
"Contoso, Ltd.",9 Riverside Dr,Houston,WA,"Standard account, no special terms."
"Great Plains Energy, Inc.","555 Market St, Floor 12",Seattle,CA,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Stuart."
Global Trading Co.,"321 Elm St
Building A
Floor 9",Los Angeles,CA,"Standard account, no special terms."
"Northwind Traders, LLC",9 Riverside Dr,New York,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Stuart."
Global Trading Co.,321 Elm St,New York,NY,"Standard account, no special terms."
"Acme, Inc.","321 Elm St
Building B
Floor 2",San Francisco,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Chen."
"Acme, Inc.",9 Riverside Dr,New York,FL,"Standard account, no special terms."
"Acme, Inc.","12 Industrial Way, Unit B",Miami,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Stuart."
"Great Plains Energy, Inc.","123 Main St, Suite 5
Building C
Floor 2",San Francisco,FL,"Standard account, no special terms."
George Weston Bakeries,456 Oak Ave,Miami,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Smith."
"Ingram Micro, Inc.",789 Pine Rd,Seattle,CA,"Standard account, no special terms."
"O""Brien Corp","789 Pine Rd
Building A
Floor 15",Los Angeles,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Hogan."
"Acme, Inc.",9 Riverside Dr,Houston,TX,"Standard account, no special terms."
"Acme, Inc.","555 Market St, Floor 12",New York,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Reyes."
"Great Plains Energy, Inc.","321 Elm St
Building A
Floor 5",Miami,TX,"Standard account, no special terms."
George Weston Bakeries,"123 Main St, Suite 5",Houston,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Chen."
"Acme, Inc.","555 Market St, Floor 12",Los Angeles,WA,"Standard account, no special terms."
"Great Plains Energy, Inc.","123 Main St, Suite 5
Building A
Floor 5",Miami,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Nelson."
"Contoso, Ltd.",456 Oak Ave,New York,FL,"Standard account, no special terms."
"Ingram Micro, Inc.",789 Pine Rd,Chicago,IL,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Chen."
"Northwind Traders, LLC","123 Main St, Suite 5
Building A
Floor 7",Houston,TX,"Standard account, no special terms."
"Contoso, Ltd.","555 Market St, Floor 12",Chicago,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Nelson."
"Northwind Traders, LLC","12 Industrial Way, Unit B",New York,NY,"Standard account, no special terms."
"Northwind Traders, LLC","555 Market St, Floor 12
Building A
Floor 3",San Francisco,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Patel."
"Northwind Traders, LLC",456 Oak Ave,New York,IL,"Standard account, no special terms."
"Contoso, Ltd.","12 Industrial Way, Unit B",Los Angeles,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Patel."
"Northwind Traders, LLC","456 Oak Ave
Building A
Floor 16",Chicago,NY,"Standard account, no special terms."
"Acme, Inc.",789 Pine Rd,New York,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Stuart."
"Great Plains Energy, Inc.","555 Market St, Floor 12",New York,CA,"Standard account, no special terms."
"Acme, Inc.","123 Main St, Suite 5
Building A
Floor 19",Seattle,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Nelson."
"O""Brien Corp","555 Market St, Floor 12",Miami,NY,"Standard account, no special terms."
"Ingram Micro, Inc.",321 Elm St,San Francisco,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Stuart."
"O""Brien Corp","321 Elm St
Building B
Floor 17",New York,WA,"Standard account, no special terms."
Global Trading Co.,"12 Industrial Way, Unit B",San Francisco,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Doe."
Johnson's Hardware,"12 Industrial Way, Unit B",Seattle,TX,"Standard account, no special terms."
Johnson's Hardware,"456 Oak Ave
Building B
Floor 19",Miami,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Khan."
"O""Brien Corp",789 Pine Rd,Miami,CA,"Standard account, no special terms."
"Ingram Micro, Inc.","123 Main St, Suite 5",New York,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Hogan."
George Weston Bakeries,"123 Main St, Suite 5
Building B
Floor 1",Los Angeles,IL,"Standard account, no special terms."
"Contoso, Ltd.",9 Riverside Dr,San Francisco,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Patel."
"O""Brien Corp","12 Industrial Way, Unit B",Los Angeles,WA,"Standard account, no special terms."
"Acme, Inc.","321 Elm St
Building C
Floor 19",Seattle,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Doe."
"O""Brien Corp",789 Pine Rd,Seattle,WA,"Standard account, no special terms."
"Contoso, Ltd.",789 Pine Rd,Chicago,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Smith."
"Great Plains Energy, Inc.","12 Industrial Way, Unit B
Building C
Floor 16",Seattle,CA,"Standard account, no special terms."
George Weston Bakeries,9 Riverside Dr,Houston,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Nelson."
"Great Plains Energy, Inc.",321 Elm St,Seattle,TX,"Standard account, no special terms."
Johnson's Hardware,"789 Pine Rd
Building C
Floor 14",Miami,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Smith."
"Great Plains Energy, Inc.","123 Main St, Suite 5",Los Angeles,NY,"Standard account, no special terms."
"Acme, Inc.","12 Industrial Way, Unit B",New York,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Stuart."
"Acme, Inc.","321 Elm St
Building C
Floor 16",San Francisco,IL,"Standard account, no special terms."
"Ingram Micro, Inc.","555 Market St, Floor 12",Houston,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Patel."
Johnson's Hardware,9 Riverside Dr,Houston,NY,"Standard account, no special terms."
"Acme, Inc.","9 Riverside Dr
Building C
Floor 15",New York,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Chen."
George Weston Bakeries,789 Pine Rd,Los Angeles,CA,"Standard account, no special terms."
"Northwind Traders, LLC",9 Riverside Dr,Seattle,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Patel."
"Contoso, Ltd.","555 Market St, Floor 12
Building A
Floor 1",New York,WA,"Standard account, no special terms."
"O""Brien Corp",789 Pine Rd,Seattle,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Nelson."
Johnson's Hardware,321 Elm St,Seattle,TX,"Standard account, no special terms."
"Acme, Inc.","456 Oak Ave
Building B
Floor 17",Houston,TX,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Stuart."
Smith & Sons,9 Riverside Dr,Miami,TX,"Standard account, no special terms."
"O""Brien Corp","555 Market St, Floor 12",Seattle,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Reyes."
Global Trading Co.,"123 Main St, Suite 5
Building B
Floor 16",San Francisco,CA,"Standard account, no special terms."
"Great Plains Energy, Inc.",789 Pine Rd,Miami,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Chen."
"Northwind Traders, LLC","12 Industrial Way, Unit B",Houston,FL,"Standard account, no special terms."
"Acme, Inc.","321 Elm St
Building C
Floor 8",Miami,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Doe."
"O""Brien Corp","123 Main St, Suite 5",Houston,CA,"Standard account, no special terms."
"Northwind Traders, LLC","555 Market St, Floor 12",San Francisco,TX,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Chen."
Johnson's Hardware,"9 Riverside Dr
Building B
Floor 2",San Francisco,NY,"Standard account, no special terms."
"Northwind Traders, LLC",321 Elm St,Houston,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Smith."
"O""Brien Corp","123 Main St, Suite 5",Chicago,WA,"Standard account, no special terms."
"Contoso, Ltd.","321 Elm St
Building C
Floor 3",Houston,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Hogan."
"O""Brien Corp",321 Elm St,San Francisco,NY,"Standard account, no special terms."
"Contoso, Ltd.","123 Main St, Suite 5",Houston,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Nelson."
"O""Brien Corp","123 Main St, Suite 5
Building A
Floor 13",Los Angeles,NY,"Standard account, no special terms."
Johnson's Hardware,456 Oak Ave,Los Angeles,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Stuart."
"Great Plains Energy, Inc.",789 Pine Rd,Miami,TX,"Standard account, no special terms."
Johnson's Hardware,"9 Riverside Dr
Building B
Floor 7",Seattle,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Hogan."
"Northwind Traders, LLC","12 Industrial Way, Unit B",Houston,TX,"Standard account, no special terms."
George Weston Bakeries,"555 Market St, Floor 12",Los Angeles,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Chen."
Johnson's Hardware,"9 Riverside Dr
Building C
Floor 18",Houston,TX,"Standard account, no special terms."
"Acme, Inc.",321 Elm St,San Francisco,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Smith."
"Northwind Traders, LLC","123 Main St, Suite 5",Los Angeles,TX,"Standard account, no special terms."
"Great Plains Energy, Inc.","9 Riverside Dr
Building A
Floor 7",New York,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Patel."
Smith & Sons,"12 Industrial Way, Unit B",Miami,WA,"Standard account, no special terms."
"O""Brien Corp",789 Pine Rd,Seattle,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Chen."
"O""Brien Corp","12 Industrial Way, Unit B
Building B
Floor 19",Chicago,IL,"Standard account, no special terms."
George Weston Bakeries,"555 Market St, Floor 12",Houston,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Nelson."
"Acme, Inc.","12 Industrial Way, Unit B",San Francisco,CA,"Standard account, no special terms."
Smith & Sons,"321 Elm St
Building C
Floor 13",Miami,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Hogan."
"Acme, Inc.","123 Main St, Suite 5",Houston,CA,"Standard account, no special terms."
"Acme, Inc.",9 Riverside Dr,Miami,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Doe."
Johnson's Hardware,"789 Pine Rd
Building C
Floor 3",Chicago,NY,"Standard account, no special terms."
"Northwind Traders, LLC",9 Riverside Dr,Miami,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Doe."
Johnson's Hardware,789 Pine Rd,Chicago,FL,"Standard account, no special terms."
"Northwind Traders, LLC","789 Pine Rd
Building C
Floor 2",Miami,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Smith."
"O""Brien Corp","12 Industrial Way, Unit B",Seattle,CA,"Standard account, no special terms."
"Contoso, Ltd.","12 Industrial Way, Unit B",Seattle,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Hogan."
"Contoso, Ltd.","12 Industrial Way, Unit B
Building B
Floor 10",San Francisco,WA,"Standard account, no special terms."
"Contoso, Ltd.","12 Industrial Way, Unit B",New York,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Khan."
Smith & Sons,9 Riverside Dr,Chicago,WA,"Standard account, no special terms."
"Northwind Traders, LLC","12 Industrial Way, Unit B
Building B
Floor 14",Houston,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Chen."
"Acme, Inc.",456 Oak Ave,Los Angeles,WA,"Standard account, no special terms."
"Great Plains Energy, Inc.","12 Industrial Way, Unit B",San Francisco,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Doe."
George Weston Bakeries,"456 Oak Ave
Building C
Floor 19",Houston,NY,"Standard account, no special terms."
Global Trading Co.,9 Riverside Dr,Houston,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Stuart."
Johnson's Hardware,9 Riverside Dr,Seattle,FL,"Standard account, no special terms."
"Contoso, Ltd.","456 Oak Ave
Building A
Floor 13",Seattle,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Hogan."
Smith & Sons,321 Elm St,Houston,IL,"Standard account, no special terms."
"Great Plains Energy, Inc.","123 Main St, Suite 5",Houston,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Patel."
Smith & Sons,"555 Market St, Floor 12
Building C
Floor 4",Miami,FL,"Standard account, no special terms."
"Great Plains Energy, Inc.",9 Riverside Dr,Chicago,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Chen."
Global Trading Co.,9 Riverside Dr,Chicago,WA,"Standard account, no special terms."
Global Trading Co.,"9 Riverside Dr
Building B
Floor 4",Seattle,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Khan."
"Northwind Traders, LLC","555 Market St, Floor 12",Chicago,TX,"Standard account, no special terms."
Global Trading Co.,"555 Market St, Floor 12",Miami,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Patel."
"Northwind Traders, LLC","123 Main St, Suite 5
Building A
Floor 16",New York,WA,"Standard account, no special terms."
Smith & Sons,"123 Main St, Suite 5",Chicago,TX,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Reyes."
"Ingram Micro, Inc.",456 Oak Ave,San Francisco,NY,"Standard account, no special terms."
"Contoso, Ltd.","9 Riverside Dr
Building B
Floor 8",Houston,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Chen."
Smith & Sons,789 Pine Rd,New York,CA,"Standard account, no special terms."
Global Trading Co.,"555 Market St, Floor 12",Chicago,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Smith."
"Great Plains Energy, Inc.","123 Main St, Suite 5
Building C
Floor 18",Houston,NY,"Standard account, no special terms."
Johnson's Hardware,"555 Market St, Floor 12",San Francisco,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Chen."
"Ingram Micro, Inc.",9 Riverside Dr,Chicago,NY,"Standard account, no special terms."
"Contoso, Ltd.","789 Pine Rd
Building B
Floor 13",San Francisco,TX,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Nelson."
George Weston Bakeries,321 Elm St,New York,TX,"Standard account, no special terms."
"Northwind Traders, LLC",321 Elm St,Chicago,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Reyes."
Johnson's Hardware,"555 Market St, Floor 12
Building B
Floor 13",Chicago,TX,"Standard account, no special terms."
"O""Brien Corp",456 Oak Ave,Houston,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Reyes."
Global Trading Co.,"555 Market St, Floor 12",Los Angeles,IL,"Standard account, no special terms."
George Weston Bakeries,"456 Oak Ave
Building B
Floor 16",Houston,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Nelson."
Smith & Sons,789 Pine Rd,Miami,NY,"Standard account, no special terms."
"Acme, Inc.","555 Market St, Floor 12",New York,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Smith."
"O""Brien Corp","12 Industrial Way, Unit B
Building A
Floor 12",Los Angeles,FL,"Standard account, no special terms."
Global Trading Co.,"555 Market St, Floor 12",Miami,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Hogan."
"O""Brien Corp",456 Oak Ave,San Francisco,FL,"Standard account, no special terms."
George Weston Bakeries,"9 Riverside Dr
Building C
Floor 10",New York,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Khan."
"Contoso, Ltd.",456 Oak Ave,San Francisco,NY,"Standard account, no special terms."
Smith & Sons,9 Riverside Dr,Miami,CA,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Doe."
George Weston Bakeries,"9 Riverside Dr
Building B
Floor 8",Chicago,TX,"Standard account, no special terms."
"Contoso, Ltd.",789 Pine Rd,Los Angeles,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Khan."
"O""Brien Corp",321 Elm St,Houston,IL,"Standard account, no special terms."
"O""Brien Corp","123 Main St, Suite 5
Building A
Floor 1",Houston,CA,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Hogan."
"Acme, Inc.",9 Riverside Dr,Houston,WA,"Standard account, no special terms."
Smith & Sons,"12 Industrial Way, Unit B",Chicago,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Hogan."
Johnson's Hardware,"789 Pine Rd
Building C
Floor 10",Houston,WA,"Standard account, no special terms."
"Acme, Inc.","555 Market St, Floor 12",Chicago,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Doe."
"O""Brien Corp",321 Elm St,Los Angeles,FL,"Standard account, no special terms."
"Contoso, Ltd.","456 Oak Ave
Building C
Floor 16",New York,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Smith."
Smith & Sons,9 Riverside Dr,Miami,IL,"Standard account, no special terms."
"Northwind Traders, LLC","555 Market St, Floor 12",Houston,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Reyes."
Smith & Sons,"9 Riverside Dr
Building C
Floor 17",Seattle,FL,"Standard account, no special terms."
Smith & Sons,"12 Industrial Way, Unit B",Los Angeles,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Smith."
George Weston Bakeries,"555 Market St, Floor 12",Los Angeles,FL,"Standard account, no special terms."
"Contoso, Ltd.","9 Riverside Dr
Building A
Floor 13",San Francisco,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Doe."
"Great Plains Energy, Inc.","12 Industrial Way, Unit B",Los Angeles,NY,"Standard account, no special terms."
Smith & Sons,"123 Main St, Suite 5",Chicago,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Chen."
"Northwind Traders, LLC","9 Riverside Dr
Building A
Floor 15",Chicago,CA,"Standard account, no special terms."
Johnson's Hardware,789 Pine Rd,Houston,WA,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Khan."
"Northwind Traders, LLC","12 Industrial Way, Unit B",Los Angeles,NY,"Standard account, no special terms."
Smith & Sons,"12 Industrial Way, Unit B
Building B
Floor 2",Chicago,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Hogan."
Johnson's Hardware,"555 Market St, Floor 12",Miami,FL,"Standard account, no special terms."
"Acme, Inc.",456 Oak Ave,Chicago,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Chen."
"Ingram Micro, Inc.","321 Elm St
Building C
Floor 18",Chicago,IL,"Standard account, no special terms."
"Northwind Traders, LLC","12 Industrial Way, Unit B",San Francisco,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Chen."
Global Trading Co.,9 Riverside Dr,San Francisco,IL,"Standard account, no special terms."
"Ingram Micro, Inc.","9 Riverside Dr
Building C
Floor 10",Los Angeles,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Doe."
"Contoso, Ltd.","12 Industrial Way, Unit B",Miami,WA,"Standard account, no special terms."
"Great Plains Energy, Inc.",456 Oak Ave,Seattle,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Hogan."
"Ingram Micro, Inc.","12 Industrial Way, Unit B
Building A
Floor 14",Houston,NY,"Standard account, no special terms."
"Contoso, Ltd.",456 Oak Ave,Chicago,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Stuart."
"Contoso, Ltd.","555 Market St, Floor 12",Houston,FL,"Standard account, no special terms."
"Contoso, Ltd.","9 Riverside Dr
Building C
Floor 12",Houston,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Patel."
"Northwind Traders, LLC",456 Oak Ave,Chicago,NY,"Standard account, no special terms."
"O""Brien Corp",456 Oak Ave,Chicago,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Chen."
"Great Plains Energy, Inc.","555 Market St, Floor 12
Building C
Floor 15",Seattle,WA,"Standard account, no special terms."
"Ingram Micro, Inc.",9 Riverside Dr,Miami,FL,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Patel."
